rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
292,99,A,high,Magic Interiors,carpet store,Lakeport,(707) 263-5525,,No real website; high-fit niche; has phone,"Hi, I came across Magic Interiors in Lakeport and noticed you don't have a website yet — for a carpet store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,4a1181b2-c2a6-4351-bbe3-1cc2cbc1c589
293,99,A,high,Lost Coast Lashes,eyelash service,Middletown,(707) 806-8066,,No real website; high-fit niche; has phone,"Hi, I came across Lost Coast Lashes in Middletown and noticed you don't have a website yet — for a eyelash service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,4cf1e02b-c6ca-4bf3-bed9-5fa2e50c8c8b
294,99,A,high,Mommy and Daddy's Customs and Services,furniture store,Clearlake,(707) 701-3216,,No real website; high-fit niche; has phone,"Hi, I came across Mommy and Daddy's Customs and Services in Clearlake and noticed you don't have a website yet — for a furniture store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,7e7daa55-eb01-41f8-b2e0-fb8c7422c51b
295,99,A,high,Handyman Timm,handyman,Kelseyville,(435) 531-0892,,No real website; high-fit niche; has phone,"Hi, I came across Handyman Timm in Kelseyville and noticed you don't have a website yet — for a handyman, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,8bdbcb3a-d338-4458-bfed-3045d85a1766
296,99,A,high,Cloverdale House Inn,hotel,Cloverdale,(707) 669-5070,,No real website; high-fit niche; has phone,"Hi, I came across Cloverdale House Inn in Cloverdale and noticed you don't have a website yet — for a hotel, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,faa152d3-55e3-4bac-b086-eafe07339388
297,99,A,high,Harmony Air,hvac services,Kelseyville,(707) 687-9780,,No real website; high-fit niche; has phone,"Hi, I came across Harmony Air in Kelseyville and noticed you don't have a website yet — for a hvac services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,6980e880-1b80-4668-a750-0c4bb02ab67f
298,99,A,high,Indoor Climate Control,hvac services,Cloverdale,(707) 934-7245,,No real website; high-fit niche; has phone,"Hi, I came across Indoor Climate Control in Cloverdale and noticed you don't have a website yet — for a hvac services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,3f39bd1b-1534-47bd-990a-c37b8950959c
299,99,A,high,Performance Mechanical Enterprises,hvac services,Clearlake,(707) 995-0500,,No real website; high-fit niche; has phone,"Hi, I came across Performance Mechanical Enterprises in Clearlake and noticed you don't have a website yet — for a hvac services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,49354226-d698-497b-b079-df23c9ac450c
300,99,A,high,Business Design Services,interior design,Lakeport,(707) 263-7073,,No real website; high-fit niche; has phone,"Hi, I came across Business Design Services in Lakeport and noticed you don't have a website yet — for a interior design, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,1e1c66cd-a332-4efd-b661-eb79e13b4ead
301,99,A,high,Lakeside Materials,landscaping,Upper Lake,(707) 275-9588,,No real website; high-fit niche; has phone,"Hi, I came across Lakeside Materials in Upper Lake and noticed you don't have a website yet — for a landscaping, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Upper Lake businesses and can send a free mockup.",,563af358-51a2-4782-b628-493f8eb4a168
302,99,A,high,Cactus Grill,mexican restaurant,Clearlake,(707) 994-0905,,No real website; high-fit niche; has phone,"Hi, I came across Cactus Grill in Clearlake and noticed you don't have a website yet — for a mexican restaurant, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,36ce40f5-c798-4fcf-8663-8e6a7b15c184
303,99,A,high,Brian L. Grey DDS,orthodontist,Lakeport,(707) 263-5390,,No real website; high-fit niche; has phone,"Hi, I came across Brian L. Grey DDS in Lakeport and noticed you don't have a website yet — for a orthodontist, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,a955174e-2631-4110-a9e5-4b6dca01f9a7
304,99,A,high,Middletown Mansion Event Center,party and event planning,Middletown,(707) 295-7978,,No real website; high-fit niche; has phone,"Hi, I came across Middletown Mansion Event Center in Middletown and noticed you don't have a website yet — for a party and event planning, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,2d5dddda-7945-4b35-81e4-039245c1ec84
305,99,A,high,California Plumber,plumbing,Hidden Valley Lake,(707) 987-7307,,No real website; high-fit niche; has phone,"Hi, I came across California Plumber in Hidden Valley Lake and noticed you don't have a website yet — for a plumbing, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Hidden Valley Lake businesses and can send a free mockup.",,9d431e99-2062-4b87-bacc-1d2c1dd3aff1
306,99,A,high,Les Ryan Realty,real estate agent,Cloverdale,(707) 894-5232,,No real website; high-fit niche; has phone,"Hi, I came across Les Ryan Realty in Cloverdale and noticed you don't have a website yet — for a real estate agent, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,f222aab6-4906-423c-9601-bd5d5a0bbddb
307,99,A,high,Perkins Septic Tank Cleaning,septic services,Lakeport,(707) 263-6168,,No real website; high-fit niche; has phone,"Hi, I came across Perkins Septic Tank Cleaning in Lakeport and noticed you don't have a website yet — for a septic services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,850ed126-e76c-4d51-a869-458c0aa201cd
308,99,A,high,InkTrap Tattoo,tattoo,Lucerne,(707) 530-9829,,No real website; high-fit niche; has phone,"Hi, I came across InkTrap Tattoo in Lucerne and noticed you don't have a website yet — for a tattoo, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lucerne businesses and can send a free mockup.",,febf8503-90b8-41ff-bd2d-a7ceb5fde08d
309,99,A,high,CAPTA,tax services,Cloverdale,(707) 894-0134,,No real website; high-fit niche; has phone,"Hi, I came across CAPTA in Cloverdale and noticed you don't have a website yet — for a tax services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,191c85d8-0821-42e5-b1c0-140bdbd83653
310,99,A,high,Sally The Valley Vet,veterinarian,Pope Valley,(707) 244-1430,,No real website; high-fit niche; has phone,"Hi, I came across Sally The Valley Vet in Pope Valley and noticed you don't have a website yet — for a veterinarian, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Pope Valley businesses and can send a free mockup.",,24ecab1a-1823-4440-a0d2-6a7d5f2cbb4a
311,99,A,high,Vino Di Amore,wine bar,Cloverdale,(707) 894-6166,,No real website; high-fit niche; has phone,"Hi, I came across Vino Di Amore in Cloverdale and noticed you don't have a website yet — for a wine bar, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,b7ee1290-2dac-40ab-8592-5c67c4c1ed2e
312,99,A,high,Fritz Underground Winery,winery,Cloverdale,(707) 894-3389,,No real website; high-fit niche; has phone,"Hi, I came across Fritz Underground Winery in Cloverdale and noticed you don't have a website yet — for a winery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,39763ffc-e343-4798-a7e2-1ac753dfc851
313,99,A,high,Mc Dowell Valley Vineyards,winery,Hopland,(707) 744-1774,,No real website; high-fit niche; has phone,"Hi, I came across Mc Dowell Valley Vineyards in Hopland and noticed you don't have a website yet — for a winery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Hopland businesses and can send a free mockup.",,4be0c6ea-a941-471d-a386-fdf66824059b
314,98,A,high,Cold Storage For Sticks (AKA Grey Creek),b2b agriculture and food,Healdsburg,(707) 723-7832,,No real website; high-fit niche; has phone,"Hi, I came across Cold Storage For Sticks (AKA Grey Creek) in Healdsburg and noticed you don't have a website yet — for a b2b agriculture and food, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Healdsburg businesses and can send a free mockup.",,7927df62-1e44-43e6-8c4e-6cafc72e7b39
315,98,A,high,Mother Lovin' From The Oven,bakery,Loch Lomond,(831) 726-6927,,No real website; high-fit niche; has phone,"Hi, I came across Mother Lovin' From The Oven in Loch Lomond and noticed you don't have a website yet — for a bakery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Loch Lomond businesses and can send a free mockup.",,db477b56-5946-466d-89d4-f276cf5fad1c
316,98,A,high,Country Carpets,carpet store,Upper Lake,(707) 275-2000,,No real website; high-fit niche; has phone,"Hi, I came across Country Carpets in Upper Lake and noticed you don't have a website yet — for a carpet store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Upper Lake businesses and can send a free mockup.",,264b8985-4763-4348-b4da-b5fbe7663f80
317,98,A,high,"Curtis Han, DC",chiropractor,Clearlake,(707) 995-4545,,No real website; high-fit niche; has phone,"Hi, I came across Curtis Han, DC in Clearlake and noticed you don't have a website yet — for a chiropractor, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,5987adc8-638e-42b7-90a9-b74fed48bb2a
318,98,A,high,Espresso Depot,coffee shop,Clearlake,(707) 995-2627,,No real website; high-fit niche; has phone,"Hi, I came across Espresso Depot in Clearlake and noticed you don't have a website yet — for a coffee shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,9dd613d3-85e7-4cd2-ba30-d04a9dab79b5
319,98,A,high,Working Hands Home and Property Maintenance Services,home cleaning,Lakeport,(707) 275-8713,,No real website; high-fit niche; has phone,"Hi, I came across Working Hands Home and Property Maintenance Services in Lakeport and noticed you don't have a website yet — for a home cleaning, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,68c2ef1e-0183-42ce-b6c0-ea7762c72adb
320,98,A,high,Middletown Animal Hosp,pet services,Middletown,(707) 955-5965,,No real website; high-fit niche; has phone,"Hi, I came across Middletown Animal Hosp in Middletown and noticed you don't have a website yet — for a pet services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,6e269507-8014-4244-86dc-11f25b0a7bda
321,98,A,high,Sbragia Septic Services,plumbing,Geyserville,(707) 857-3409,,No real website; high-fit niche; has phone,"Hi, I came across Sbragia Septic Services in Geyserville and noticed you don't have a website yet — for a plumbing, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Geyserville businesses and can send a free mockup.",,12949191-684f-45fe-ae5c-ec868d3df849
322,98,A,high,"Elizabeth Cox, Best Lakeport Realtor",real estate agent,Lakeport,(707) 533-3961,,No real website; high-fit niche; has phone,"Hi, I came across Elizabeth Cox, Best Lakeport Realtor in Lakeport and noticed you don't have a website yet — for a real estate agent, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,f9b635db-186e-46e5-a99b-68925fcc537a
323,98,A,high,Oak Point Ranch,winery,Potter Valley,(707) 743-1214,,No real website; high-fit niche; has phone,"Hi, I came across Oak Point Ranch in Potter Valley and noticed you don't have a website yet — for a winery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Potter Valley businesses and can send a free mockup.",,b72192d5-d34c-44fd-b815-f42e67ee20d0
324,97,A,high,Lago Di Merlo Tasting Room,wine tasting room,Healdsburg,(888) 433-6555,,No real website; high-fit niche; has phone,"Hi, I came across Lago Di Merlo Tasting Room in Healdsburg and noticed you don't have a website yet — for a wine tasting room, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Healdsburg businesses and can send a free mockup.",,53d34cba-5820-46a7-aa80-822ff95110fb
325,95,B,high,Mikes Breakfast And Lun,american restaurant,Lucerne,(707) 600-1074,,DIY site (Google Business) — upsell; high-fit niche; has phone,"Hi, I found Mikes Breakfast And Lun in Lucerne and saw the site is on Google Business. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://mikes-breakfast-and-lunch.business.site,eca46213-d5af-407c-90be-5bf588d8d0a4
326,95,B,high,Village Auto Detailing,auto detailing,Lakeport,(707) 263-5800,,DIY site (Google Business) — upsell; high-fit niche; has phone,"Hi, I found Village Auto Detailing in Lakeport and saw the site is on Google Business. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://village-auto-detailing.business.site,39a025a7-e81d-43b5-a675-01007b6205a7
327,95,B,high,Black Lavish Salon,beauty salon,Lakeport,(707) 671-4254,,DIY site (Square) — upsell; high-fit niche; has phone,"Hi, I found Black Lavish Salon in Lakeport and saw the site is on Square. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://squareup.com/appointments/book/d03c0d74-d9fd-40fe-9e35-0d47efa363d3/029XPANA1JSGR/services,94fd68cf-b712-459f-b643-df2196f04589
328,95,B,high,Artisan Electric,electrician,Hidden Valley Lake,(925) 481-6317,,DIY site (Google Business) — upsell; high-fit niche; has phone,"Hi, I found Artisan Electric in Hidden Valley Lake and saw the site is on Google Business. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://artisan-electric.business.site,512492b2-13e1-4aa9-94ff-d811368ef560
329,95,B,high,Spoil Me Rotten Beauty Supply,hair supply stores,Clearlake,(707) 995-1780,,DIY site (Wix) — upsell; high-fit niche; has phone,"Hi, I found Spoil Me Rotten Beauty Supply in Clearlake and saw the site is on Wix. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://marylangley123.wixsite.com/spoil-me-rotten,e54db231-ce92-4d5f-bbe3-4d783564821c
330,95,B,high,Aroma Therapy Massage,massage therapy,Clearlake,(707) 812-4615,,DIY site (Wix) — upsell; high-fit niche; has phone,"Hi, I found Aroma Therapy Massage in Clearlake and saw the site is on Wix. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://nbgad2022.wixsite.com/aroma-therapy-ca,75119d06-3340-4cfc-8096-d4b90e47dac7
331,95,B,high,Flavia’s,mexican restaurant,Cloverdale,(707) 669-5044,,DIY site (Google Business) — upsell; high-fit niche; has phone,"Hi, I found Flavia’s in Cloverdale and saw the site is on Google Business. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://antojitos-como-en-casa.business.site,e4429ef1-fbac-486a-a0fa-d72efe21d586
332,93,A,medium,Smith’s Mt.St.Helena Trout Farm,active life,Calistoga,(707) 987-3651,stf1@jps.net,No real website; has phone + email,"Hi, I came across Smith’s Mt.St.Helena Trout Farm in Calistoga and noticed you don't have a website yet — for a active life, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Calistoga businesses and can send a free mockup.",,3cb7ffe7-f68c-411e-9cb1-22432b4f9951
333,93,A,medium,Leviosa Equestrian,amusement park,Lower Lake,(858) 204-8194,leviosa.equestrian@gmail.com,No real website; has phone + email,"Hi, I came across Leviosa Equestrian in Lower Lake and noticed you don't have a website yet — for a amusement park, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lower Lake businesses and can send a free mockup.",https://sites.google.com/view/leviosa-equestrian?usp=sharing,7d89d848-e4d2-4106-8559-fb21084ed1a1
334,93,A,medium,Painted Bird,art gallery,Kelseyville,(707) 461-4759,paintedbirdgallery@gmail.com,No real website; has phone + email,"Hi, I came across Painted Bird in Kelseyville and noticed you don't have a website yet — for a art gallery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,f0386603-4a54-4f35-9c29-203c62dbb92e
335,93,A,medium,Zephyr Zen Art & Antiques,art gallery,Clearlake,(707) 994-4749,vincentmetzger@msn.com,No real website; has phone + email,"Hi, I came across Zephyr Zen Art & Antiques in Clearlake and noticed you don't have a website yet — for a art gallery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,9cc68c95-a73e-46c0-bfc2-039562e9f719
336,93,A,medium,Small Town Ceramics Paint Your Own Pottery Studio,arts and crafts,Lower Lake,(707) 994-1240,smalltownceramicsllc@gmail.com,No real website; has phone + email,"Hi, I came across Small Town Ceramics Paint Your Own Pottery Studio in Lower Lake and noticed you don't have a website yet — for a arts and crafts, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lower Lake businesses and can send a free mockup.",,67ec7b44-73c9-49c4-8312-bccc3f3ae8f6
337,93,A,medium,Middletown Car Wash,car wash,Middletown,(707) 631-4408,middletowncarwash@gmail.com,No real website; has phone + email,"Hi, I came across Middletown Car Wash in Middletown and noticed you don't have a website yet — for a car wash, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,381a515c-5e4b-4e1e-a40d-84c558cff9c0
338,93,A,medium,Children's Museum of Art and Science,childrens museum,Clearlake,(707) 994-1716,info@cmaslakecounty.org,No real website; has phone + email,"Hi, I came across Children's Museum of Art and Science in Clearlake and noticed you don't have a website yet — for a childrens museum, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,93b10269-e62f-48e4-a78e-4c875823e07d
339,93,A,medium,Dragons Den,community center,Upper Lake,(541) 556-7353,dragons.den.games.32@gmail.com,No real website; has phone + email,"Hi, I came across Dragons Den in Upper Lake and noticed you don't have a website yet — for a community center, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Upper Lake businesses and can send a free mockup.",,cb1ea020-8c86-4eb1-8a63-e95b1f0fc411
340,93,A,medium,Asti Ridge Ranch,farm,Cloverdale,(707) 894-9413,astiridgeranch@gmail.com,No real website; has phone + email,"Hi, I came across Asti Ridge Ranch in Cloverdale and noticed you don't have a website yet — for a farm, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,4a6cee0e-c551-429e-bdf8-b512d6239f2e
341,93,A,medium,Campodonico Olive Farm,farm,Lakeport,(510) 612-8723,liannecampodonico@gmail.com,No real website; has phone + email,"Hi, I came across Campodonico Olive Farm in Lakeport and noticed you don't have a website yet — for a farm, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,f6683bc7-9707-4be4-b0c8-c2e1398d0c16
342,93,A,medium,Cyr Family Farm Christmas Trees,farm,Lakeport,(707) 349-3455,yellowbus_us@yahoo.com,No real website; has phone + email,"Hi, I came across Cyr Family Farm Christmas Trees in Lakeport and noticed you don't have a website yet — for a farm, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,de0cbd41-c468-4009-84be-74fe5d93aa00
343,93,A,medium,The Red Barn Tree Farm,farm,Lakeport,(707) 272-6921,the_red_barn@yahoo.com,No real website; has phone + email,"Hi, I came across The Red Barn Tree Farm in Lakeport and noticed you don't have a website yet — for a farm, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,e19c3aa0-6167-44f2-846c-95faed8a9b3f
344,93,A,medium,Wicked Bookkeeping Services,financial service,Lakeport,(707) 349-4516,kaila.wickedbookkeeping@gmail.com,No real website; has phone + email,"Hi, I came across Wicked Bookkeeping Services in Lakeport and noticed you don't have a website yet — for a financial service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,329932af-d668-41d0-97c1-47bf1dbc5803
345,93,A,medium,Upper Lake Grocery,grocery store,Upper Lake,(707) 275-4018,upperlakegrocery@gmail.com,No real website; has phone + email,"Hi, I came across Upper Lake Grocery in Upper Lake and noticed you don't have a website yet — for a grocery store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Upper Lake businesses and can send a free mockup.",,43a0f30b-6226-43bb-ad71-faf16b2f0a03
346,93,A,medium,Lake County Guns,gun and ammo,Lakeport,(707) 263-6618,lakecountyguns@gmail.com,No real website; has phone + email,"Hi, I came across Lake County Guns in Lakeport and noticed you don't have a website yet — for a gun and ammo, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,8d1e0a8a-d0aa-4274-9c1d-41a2757801b6
347,93,A,medium,Villa Rustica Delle Api,holiday rental home,Middletown,(415) 819-1714,jyurkevich@gmail.com,No real website; has phone + email,"Hi, I came across Villa Rustica Delle Api in Middletown and noticed you don't have a website yet — for a holiday rental home, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,31019d44-0045-4fb8-883b-1e84c46f7764
348,93,A,medium,Koontz Middletown Mercantile,home goods store,Middletown,(707) 703-9154,koontz.mercantile@gmail.com,No real website; has phone + email,"Hi, I came across Koontz Middletown Mercantile in Middletown and noticed you don't have a website yet — for a home goods store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,f519e2c5-8d82-4e80-8af2-fb63c80dc183
349,93,A,medium,"Beall's Sunshine Family Childcare, Kim Beall Owner",home service,Lakeport,(707) 263-4093,kart30@juno.com,No real website; has phone + email,"Hi, I came across Beall's Sunshine Family Childcare, Kim Beall Owner in Lakeport and noticed you don't have a website yet — for a home service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,baa23e9e-4581-4560-8d4e-2a192152aaf3
350,93,A,medium,Bell Hill Pastures,horse boarding,Kelseyville,(707) 304-0937,bellhillpastures@gmail.com,No real website; has phone + email,"Hi, I came across Bell Hill Pastures in Kelseyville and noticed you don't have a website yet — for a horse boarding, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",https://sites.google.com/bellhillpastures.com/bellhillpastures-com,fe87ec75-8842-4bd7-9245-50ebdd263b0d
351,93,A,medium,Cloverdale Washing Well Laundry,laundromat,Cloverdale,(707) 538-1011,pkschmidt2@gmail.com,No real website; has phone + email,"Hi, I came across Cloverdale Washing Well Laundry in Cloverdale and noticed you don't have a website yet — for a laundromat, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,587f6f5f-45c6-4df5-93d8-f7366acc3572
352,93,A,medium,Oaks Laundry,laundromat,Clearlake Oaks,(707) 637-6397,bigoaklaundry@yahoo.com,No real website; has phone + email,"Hi, I came across Oaks Laundry in Clearlake Oaks and noticed you don't have a website yet — for a laundromat, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake Oaks businesses and can send a free mockup.",,e0601a58-bdab-4d6b-8d09-87fe87ea56c9
353,93,A,medium,Harlowe's Lounge,lounge,Lakeport,(707) 262-1234,harloweslounge@gmail.com,No real website; has phone + email,"Hi, I came across Harlowe's Lounge in Lakeport and noticed you don't have a website yet — for a lounge, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,fe3b1b05-c4e2-4aec-a0fd-b65cd486fa54
354,93,A,medium,Cinemeade Engineering,machine shop,Lakeport,(707) 263-6616,jim@cinemeade.com,No real website; has phone + email,"Hi, I came across Cinemeade Engineering in Lakeport and noticed you don't have a website yet — for a machine shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,85bec8dc-d9bb-42c5-8ef0-fb631d03d7a3
355,93,A,medium,Tatonka Land Mini Golf,miniature golf course,Clearlake,(707) 972-8502,tatonkatrading@att.net,No real website; has phone + email,"Hi, I came across Tatonka Land Mini Golf in Clearlake and noticed you don't have a website yet — for a miniature golf course, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,6baecb9b-3458-4d4a-a346-7cb084c90d67
356,93,A,medium,Westwind Mobile Home Park,mobile home park,Lower Lake,(707) 295-3423,westwindmhpark@gmail.com,No real website; has phone + email,"Hi, I came across Westwind Mobile Home Park in Lower Lake and noticed you don't have a website yet — for a mobile home park, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lower Lake businesses and can send a free mockup.",,3702d28d-7381-47b8-b046-82910cc65c1b
357,93,A,medium,Brunos Mobile Moto Repair,motorcycle repair,Kelseyville,(707) 205-1200,brunosmobilemoto@gmail.com,No real website; has phone + email,"Hi, I came across Brunos Mobile Moto Repair in Kelseyville and noticed you don't have a website yet — for a motorcycle repair, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,dfe96557-0f59-4e4d-b03a-df8165dae8c7
358,93,A,medium,Poppy's Nursery,nursery and gardening,Lakeport,(707) 349-6299,poppysnursery@outlook.com,No real website; has phone + email,"Hi, I came across Poppy's Nursery in Lakeport and noticed you don't have a website yet — for a nursery and gardening, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",https://www.facebook.com/poppyswholesalenursery,8bf4f305-62a5-4c6a-82e0-3d65af3a0ff6
359,93,A,medium,GWR Pictures,professional services,Cloverdale,(707) 404-3104,gwr@cloverdalehistory.org,No real website; has phone + email,"Hi, I came across GWR Pictures in Cloverdale and noticed you don't have a website yet — for a professional services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,8be5972f-b3e5-41a3-a3e0-39fb82bb2ed9
360,93,A,medium,Vic's RV Repair,recreation vehicle repair,Kelseyville,(707) 279-1654,vicsrvrepair@yahoo.com,No real website; has phone + email,"Hi, I came across Vic's RV Repair in Kelseyville and noticed you don't have a website yet — for a recreation vehicle repair, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,f432706a-2dca-4ae0-84e0-3c5ede3f55b2
361,93,A,medium,Brown's Lakeside,rv park,Nice,(707) 245-9273,brownslakeside@gmail.com,No real website; has phone + email,"Hi, I came across Brown's Lakeside in Nice and noticed you don't have a website yet — for a rv park, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Nice businesses and can send a free mockup.",,300b6bb4-9b73-4ee1-8fa1-c1c857f65b9f
362,93,A,medium,Kelseyville Seniors Inc,senior citizen services,Kelseyville,(707) 279-2175,kelseyvilleseniorcenter@gmail.com,No real website; has phone + email,"Hi, I came across Kelseyville Seniors Inc in Kelseyville and noticed you don't have a website yet — for a senior citizen services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",http://www.facebook.com/kelseyvilleseniors,04a69a0a-7d26-4c53-85b5-4f459ce0fac1
363,93,A,medium,Pak N Mail,shipping center,Lakeport,(707) 263-8657,paknmail@yahoo.com,No real website; has phone + email,"Hi, I came across Pak N Mail in Lakeport and noticed you don't have a website yet — for a shipping center, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,eabfa7c3-75b8-4b07-a187-40778dfb78f4
364,93,A,medium,Any Positive Change Inc.,social service organizations,Lower Lake,(707) 480-7319,apc.lc.office@gmail.com,No real website; has phone + email,"Hi, I came across Any Positive Change Inc. in Lower Lake and noticed you don't have a website yet — for a social service organizations, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lower Lake businesses and can send a free mockup.",,066d5f6f-f29b-410c-9c3f-52ba9b5315d6
365,93,A,medium,Kimmys Thrift Store,thrift store,Clearlake Oaks,(707) 756-0550,bauerkim59@gmail.com,No real website; has phone + email,"Hi, I came across Kimmys Thrift Store in Clearlake Oaks and noticed you don't have a website yet — for a thrift store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake Oaks businesses and can send a free mockup.",,a2f8f230-47ed-4445-92c6-14db7509e202
366,93,A,medium,Threads N' Things,thrift store,Lakeport,(707) 413-0260,threads.n.things.business@gmail.com,No real website; has phone + email,"Hi, I came across Threads N' Things in Lakeport and noticed you don't have a website yet — for a thrift store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,c533b854-986d-401a-944d-999fc89dc7ef
