Score,Grade,Action,Business,Category,Value,Need,Channel,Owner,Email,Email status,Owner email,Phone,Website,Site quality,Facebook,Instagram,Address,City,Why
89,A,Email — thin/placeholder site; premium value,Mark S. Frey,cosmetic_dentist,premium,thin/placeholder site,email+phone,,msfreydds@sbcglobal.net,valid,,+17078003556,https://www.santarosacosmeticdentist.com/,thin,https://www.facebook.com/SantaRosaFamilyDentist,,990 Sonoma Ave,Santa Rosa,thin/placeholder site; premium category; email+phone; active social
89,A,Email — site dead; premium value,Johnson Integrations,electrician,premium,site dead,email+phone,,info@johnsonintegrations.com,unknown,,+17077109960,http://www.johnsonintegrations.com/,dead,,https://www.instagram.com/johnson_integrations/?igsh=MzRlODBiNWFlZA%3D%3D,122 Calistoga Rd,Santa Rosa,site dead; premium category; email+phone; active social
89,A,Email — site dead; premium value,Phillips Family Dental Care,dentist,premium,site dead,email+phone,,frontdesk@phillipsfamilydentalcare.com,unknown,,+17075421026,http://www.phillipsfamilydentalcare.com,dead,https://www.facebook.com/profile.php?id=61576155855001&mibextid=wwXIfr&mibextid=wwXIfr,,2655 Cleveland Ave Ste B,Santa Rosa,site dead; premium category; email+phone; active social
89,A,Email — site dead; premium value,Zen-O2 Hyperbarics,medical_spa,premium,site dead,email+phone,,info@zen-o2.com,unknown,,+17079193183,http://WWW.ZEN-O2.COM/,dead,https://www.facebook.com/zenhbot,https://www.instagram.com/zen.oxygen/,2200 Range Ave,Santa Rosa,site dead; premium category; email+phone; active social
88,A,Email — thin/placeholder site; premium value,Point Pacific Drilling,contractor,premium,thin/placeholder site,email+phone,Rick Young,chris@pacificcoastdrilling.com,unknown,rick@pointpacificdrilling.com,+14154558249,https://pointpacificdrilling.com,thin,,,121 Lakeville St,Petaluma,thin/placeholder site; premium category; email+phone; owner email; owner Rick Young
88,A,Email — thin/placeholder site; premium value,Bernard's Interiors,building_contractor,premium,thin/placeholder site,email+phone,Ken Salyer,ahansen@bernards.com,valid,,+17075281855,https://www.bernards.com,thin,,,1808 Empire Industrial Ct Ste A,Santa Rosa,thin/placeholder site; premium category; email+phone; owner Ken Salyer
87,A,Email — site dead; solid value,Elevate Fitness,gym,solid,site dead,email+phone,,weelevatefitness@gmail.com,valid,,+17073326760,http://weelevatefitness.com/,dead,https://www.facebook.com/weelevatefitness/,,3451 Airway Dr,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,WarPigs Craft Kitchen,barbecue_restaurant,solid,site dead,email+phone,,warpigsbbq@yahoo.com,valid,,+17075085551,http://bbqhustlers.squarespace.com/,dead,https://www.facebook.com/WarPigsBBQinCali,https://www.instagram.com/warpigsbbq/,8492 Gravenstein Hwy,Cotati,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,Rincon Valley Auto Repair,automotive_repair,solid,site dead,email+phone,,rinconvalleyautorepair@gmail.com,valid,,+17077913960,https://rinconvalleyautorepair.com/,dead,,https://instagram.com/rinconvalleyautorepair/,4785 CA-12,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,Ausiello's Homeslice,pizza_restaurant,solid,site dead,email+phone,,whatup@ausielloshomeslice.com,valid,,+17075953923,https://www.ausielloshomeslice.com/,dead,https://www.facebook.com/198727623313660,,5755 Mountain Hawk,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,Hawaiian Grill & BBQ,hawaiian_restaurant,solid,site dead,email+phone,,hawaiiangrillbbq@gmail.com,valid,,+17072306228,https://hawaiiangrillbbq.com/,dead,https://www.facebook.com/hawaiiangrillbbq,https://www.instagram.com/hawaiiangrillbbq,342 Coddingtown Ctr,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,Hair By Kristen Sanchez,beauty_and_spa,solid,site dead,email+phone,,kristen1sanchez@yahoo.com,valid,,+17076966840,http://www.platinumsalonsr.com,dead,https://www.facebook.com/platinumsalonbeautyboutique/,https://www.instagram.com/platinumsalonsr/,2112 Armory Dr,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,Quick Sushi Santa Rosa,sushi_restaurant,solid,site dead,email+phone,,quicksushisr@gmail.com,valid,,+17078007428,https://www.doordash.com/store/quick-sushi-santa-rosa-santa-rosa-23027736/,dead,https://facebook.com/doordash,https://www.instagram.com/doordash,2500 Mendocino Ave,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — NO website; premium value,Santa Rosa Pediatric Dentistry,pediatric_dentist,premium,NO website,email+phone,,info@santarosapediatricdentistry.com,risky,,+17075278509,https://linktr.ee/santarosapediatricdentistry,,,,515 Farmers Ln,Santa Rosa,NO website; premium category; email+phone
87,A,Email — site dead; solid value,Solstice Senior Living at Santa Rosa,retirement_home,solid,site dead,email+phone,,santarosadsm@solsticeseniorliving.com,valid,,+17075788400,https://solsticeseniorlivingsantarosa.com/,dead,https://www.facebook.com/SolsticeSeniorLivingSantaRosa/,,3585 Round Barn Blvd,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,Bungalow Five beauty,day_spa,solid,site dead,email+phone,,bungalowfivebeauty@gmail.com,valid,,+17077743582,http://heatherfunk.glossgenius.com/,dead,,https://www.instagram.com/bungalow_five_beauty,1955 Cleveland Ave,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,Ortega's Market,mexican_restaurant,solid,site dead,email+phone,,omao777@yahoo.com,valid,,+17075279100,http://www.ortegasmarket.com,dead,https://www.facebook.com/profile.php?id=61571719203865&#038;mibextid=wwXIfr&#038;mibextid=wwXIfr,https://www.instagram.com/ortegasmarket1/,1331 Guerneville Rd,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,Baan Thai Restaurant,thai_restaurant,solid,site dead,email+phone,,pom907@hotmail.com,valid,,+17078437218,http://Baanthaisantarosa.com/,dead,https://www.facebook.com/thaiatsac/,https://www.instagram.com/thaiatsac,424 Larkfield Ctr,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,California Tire and Wheel,tire_dealer_and_repair,solid,site dead,email+phone,,caltiresandwheels@gmail.com,valid,,+17075260786,https://www.catireandwheel.com/,dead,https://www.facebook.com/California-Tires-and-Wheels-300044977194538/,,1755 Piner Rd,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,Thai House Noodle Soup,thai_restaurant,solid,site dead,email+phone,,thaihousenoodles@gmail.com,valid,,+17079783485,http://www.thaihousenoodles.com/,dead,https://www.facebook.com/orientalgardendenton/,https://www.instagram.com/orientalgardendenton/,1899 Mendocino Ave,Santa Rosa,site dead; solid category; email+phone; active social
87,A,Email — site dead; solid value,Kiraku Sushi & Ramen,japanese_restaurant,solid,site dead,email+phone,,ippinnsushi@gmail.com,valid,,+17078007699,http://www.ippinnsushi.com/,dead,https://facebook.com/PlazaIt/,https://www.instagram.com/plazait,1985 Mendocino Ave,Santa Rosa,site dead; solid category; email+phone; active social
86,A,Email — site dead; premium value,"John C. Robinson, DDS",dentist,premium,site dead,email+phone,,robinson@doctorbase.com,unknown,,+17073240111,http://www.johncrobinsondds.com/,dead,,,55 Mission Cir,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Superior Supplies,contractor,premium,site dead,email+phone,,stephenie@superiorsupplies.net,unknown,,+17075467864,http://www.superiorsupplies.net/,dead,,,40 Ridgway Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,REAL Aesthetic Medicine,medical_spa,premium,site dead,email+phone,,hello@realaestheticmed.com,risky,,+17074566005,http://realaestheticmed.com/,dead,,,2322 Midway Dr,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Oakmont Dental,dentist,premium,site dead,email+phone,,info@oakmontdentist.com,risky,,+17075390336,http://www.oakmontdentist.com/,dead,,,6594 Stone Bridge Rd,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Azmoudeh Kamran DDS,general_dentistry,premium,site dead,email+phone,,office@azmoudehdental.com,risky,,+17075761416,http://www.azmoudehdental.com/,dead,,,1200 Farmers Ln,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Lance O'Connor Chiropractic,chiropractor,premium,site dead,email+phone,,lance@lanceoconnor.com,unknown,,+17075259111,http://www.lanceoconnor.com/,dead,,,900 Vallejo St,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Gallery 41 Kitchen Bath & Design,contractor,premium,site dead,email+phone,,contact@gallery41design.com,unknown,,+17076156777,http://www.gallery41design.com/,dead,,,1064 Santa Rosa Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,LEFF Design Build,contractor,premium,site dead,email+phone,,info@leffdesignbuild.com,risky,,+17078234899,https://www.leffdesignbuild.com/,dead,,,6791 Sebastopol Ave,Sebastopol,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Superior Deck Service,contractor,premium,thin/placeholder site,email+phone,,superiordecks@comcast.net,valid,,+17075889911,http://www.superiordecks.com,thin,,,3994 Petaluma Hill Rd,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Curoso Plumbing Inc.,plumber,premium,thin/placeholder site,email+phone,,jimcuroso06@outlook.com,valid,,+17075455017,https://curosoplumbing.com/,thin,,,"1925 Fulton Road, Santa Rosa",Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,Hartman Chiropractic: Craig S. Hartman D.C.,chiropractor,premium,site dead,email+phone,,drhartman@hartmandc.com,unknown,,+17075264415,http://hartman-chiropractic.com,dead,,,2230 Professional Dr,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Comfort Response Team,hvac_services,premium,site dead,email+phone,,service@comfortresponseteam.com,risky,,+17079796636,http://www.comfortresponseteam.com/,dead,,,1350 Central Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Doyle Robert Construction,contractor,premium,site dead,email+phone,,info@bbbemail.org,risky,,+17075461287,http://www.cslb.ca.gov,dead,,,3471 Spring Creek Dr,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Kutz Construction,contractor,premium,site dead,email+phone,,craig@calcbs.com,unknown,,+17075758335,http://kutzfarm.com,dead,,,234 Juanita Ct,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Advanced Power Solutions,contractor,premium,site dead,email+phone,,dave@advancedpowersolutions.net,unknown,,+17075425387,http://advancedpowersolution.com/,dead,,,112 Commercial Ct,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Air Duct Cleaning Solutions,contractor,premium,site dead,email+phone,,jose@airductcleaningsolutions.com,unknown,,+17075232728,http://www.cleanerhomeair.com,dead,,,1954 Barndance Ln,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Affordable Animal Clinic,veterinarian,premium,site dead,email+phone,,info@animalkindvet.com,unknown,,+17075848273,http://www.affordableanimalclinicsantarosa.com,dead,,,4122 S Moorland Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Your Family Dentist,dentist,premium,thin/placeholder site,email+phone,,clocktowercare@gmail.com,valid,,+17075445700,https://www.yourfamilydentistsantarosa.com,thin,,,2135 Armory Dr,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Total Care Chiropractic,chiropractor,premium,thin/placeholder site,email+phone,,request.tcc@proton.me,valid,,+17075452105,,thin,,,1203 4th St,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Jessica Friedman,medical_spa,premium,thin/placeholder site,email+phone,,jfriedmanrn@hotmail.com,valid,,+17075778292,http://jessicafriedmanrn.com/,thin,,,1002 Mendocino Ave,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Preferred Dental Care,dentist,premium,thin/placeholder site,email+phone,,preferreddental@yahoo.com,valid,,+17075448338,http://www.preferreddentalcaresantarosa.com/,thin,,,2801 Yulupa Ave,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,Oralkure,dentist,premium,site dead,email+phone,,care@oralkure.com,unknown,,+17078235308,https://www.oralkure.com/,dead,,,7138 Willow St,Sebastopol,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,All Weather Heating & Cooling,hvac_services,premium,thin/placeholder site,email+phone,,srallweather@yahoo.com,valid,,+17075284220,http://www.trane.com,thin,,,329 Sutton Pl,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,Watkins Builders,contractor,premium,site dead,email+phone,,info@watkinsbuildersinc.com,risky,,+17077996613,http://watkinsbuildersca.com/,dead,,,3637 Hacienda Dr,Santa Rosa,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Grace Dental Santa Rosa,cosmetic_dentist,premium,thin/placeholder site,email+phone,,gracedentalsantarosa@gmail.com,valid,,+17075398762,https://tingjenjidds.com/,thin,,,170 Farmers Ln,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Monique E Diaz,dentist,premium,thin/placeholder site,email+phone,,luismdiazddsinc@gmail.com,valid,,+17075730777,http://www.santarosasedationdentist.com/,thin,,,119 College Ave,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Reynoso's Stoneworks,contractor,premium,thin/placeholder site,email+phone,,reynososstoneworks@yahoo.com,valid,,+17073218980,http://www.reynosostoneworks.com,thin,,,1532 Buckboard Pl,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,Taylor Energy,contractor,premium,site dead,email+phone,,info@taylor-energy.com,unknown,,+17074946008,http://www.taylor-energy.com/,dead,,,612 Petaluma Ave,Sebastopol,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Hammer and Bonin Cosmetic & Family Dentistry,dentist,premium,thin/placeholder site,email+phone,,hammerdental@yahoo.com,valid,,+17075266160,http://smilesinsantarosa.com,thin,,,2448 Guerneville Rd #700 # 700,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,Matthew Anderson DMD MSD,dentist,premium,site dead,email+phone,,info@sonomacountydentist.com,risky,,+17075263303,http://www.sonomacountydentist.com/,dead,,,90 Doctors Park Dr,Santa Rosa,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Dr Conrad Block DDS,dentist,premium,thin/placeholder site,email+phone,,blockdds@comcast.net,valid,,+17075451213,http://www.conradeblockdentist.com,thin,,,70 Doctors Park Dr,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Hardware Tech,building_contractor,premium,thin/placeholder site,email+phone,,tyler@hardwaretechinc.com,valid,,+17075451543,http://www.hardwaretechinc.com,thin,,,108 8th St,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,Krystle Lim DDS,dentist,premium,site dead,email+phone,,info@krystlelimdds.com,risky,,+17075791100,http://www.krystlelimdds.com/,dead,,,131 Stony Cir,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Bohemian Esoterica,medical_spa,premium,site dead,email+phone,,liz@sebuc.org,unknown,,+17075095961,http://www.bohemianesoterica.com/,dead,,,555 Petaluma Ave,Sebastopol,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Golden State Electric,electrician,premium,site dead,email+phone,,info@goldenstateelectric.com,risky,,+17075754111,http://www.goldenstateelectric.com,dead,,,947 Piner Pl,Santa Rosa,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Josh Hammer Dmd & Scott Bonin Dds,dentist,premium,thin/placeholder site,email+phone,,hammerdental@yahoo.com,valid,,+17075266160,http://smilesinsantarosa.com/,thin,,,2448 Guerneville Rd,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,Kelly A. Elward,dentist,premium,site dead,email+phone,,frontdesk@drelward.com,unknown,,+17075394646,http://www.DrElward.com/,dead,,,1820 Sonoma Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Bennett Valley Dental,dentist,premium,site dead,email+phone,,info@bennettvalleydental.com,risky,,+17075427299,http://www.bennettvalleydental.com/,dead,,,2798 Yulupa Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Nor-Cal Fence,building_contractor,premium,thin/placeholder site,email+phone,Saeed Yousuf,lisa@powerpoleservice.com,unknown,,+17075881979,https://www.dryco.com,thin,https://www.facebook.com/DRYCOconstructioninc/,https://www.instagram.com/drycoconstruction/,4156 Santa Rosa Ave,Santa Rosa,thin/placeholder site; premium category; email+phone; owner Saeed Yousuf; active social
86,A,Email — site dead; premium value,Carretero Construction Inc.,contractor,premium,site dead,email+phone,,admin@carreteroconstruction.com,unknown,,+17076900400,https://carreteroconstruction.com/,dead,,,3632 Airway Dr,Santa Rosa,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Catalon Phillip J DDS,cosmetic_dentist,premium,thin/placeholder site,email+phone,,catalondds@comcast.net,valid,,+17075782000,http://drphilcatalon.com/,thin,,,3080 Marlow Rd,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,SANTA ROSA ORTHODONTICS,dentist,premium,site dead,email+phone,,info@santarosaortho.com,unknown,,+17075761240,http://www.santarosaortho.com,dead,,,1791 Marlow Rd Ste 9,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Motion Sports Chiropractic,chiropractor,premium,site dead,email+phone,,info@motionsportschiro.com,risky,,+17077553874,http://motionsportschiro.com/,dead,,,1209 College Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Green Town Electric,electrician,premium,thin/placeholder site,email+phone,,greentownelectric@gmail.com,valid,,+17074905605,https://greentownelectrical.com/,thin,,,331 10th St,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Alin N. Chera,dentist,premium,thin/placeholder site,email+phone,,sonomacountysmiles@yahoo.com,valid,,+17075422676,http://www.sonomacountysmiles.com/,thin,,,838 2nd St,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Laguna Veterinary Hospital,veterinarian,premium,thin/placeholder site,email+phone,,lagunavet@sbcglobal.net,valid,,+17075281448,http://www.lagunaveterinaryhospital.com,thin,,,5341 Highway 12,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,"Setareh Law, APLC Injury Lawyers - Santa Rosa",lawyer,premium,site dead,email+phone,,info@setarehfirm.com,risky,,+17072899438,https://www.setarehfirm.com/santa-rosa-personal-injury-lawyer/,dead,,,"427 Mendocino Ave #100, Santa Rosa",Santa Rosa,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Priceless Dental Group,general_dentistry,premium,thin/placeholder site,email+phone,,createdental@gmail.com,valid,,+17079782296,http://www.pricelessdentalgroup.com/,thin,,,1175 W Steele Ln,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Rainbow Comfort,hvac_services,premium,thin/placeholder site,email+phone,,jim@rainbowcomfort.com,valid,,+17074848777,http://rainbowcomfort.com/,thin,,,1415 Fulton Rd,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Northbay Dental Care,general_dentistry,premium,thin/placeholder site,email+phone,,nbdc295@yahoo.com,valid,,+17075784700,https://www.northbaydentalcaresr.com/,thin,,,1400 N Dutton Ave,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,MG Masonry Inc,masonry_contractors,premium,thin/placeholder site,email+phone,,mgmasonryc@gmail.com,valid,,+17074951094,https://mg-masonry.com/,thin,,,1589 Jennings Ave,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Christine M Ford DDS,dentist,premium,thin/placeholder site,email+phone,,appt1@santarosaperio.com,valid,,+17075687633,http://www.santarosaperio.com/,thin,,,101 Brookwood Ave,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Dr Mordecai Chiropractic,chiropractor,premium,thin/placeholder site,email+phone,,mordecai.dumbadse.chiropractic@gmail.com,valid,,+17075758929,http://mdmchiro.com,thin,,,Second street,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,The Children's Dental Health Center,dentist,premium,thin/placeholder site,email+phone,,smile4tots@yahoo.com,valid,,+17075465437,http://nokandy.com/,thin,,,4655 Hoen Ave,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,Cimino Electric Inc,contractor,premium,site dead,email+phone,,office@ciminoelectric.com,risky,,+17075426231,http://www.ciminoelectric.com/,dead,,,3267 Dutton Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Michael Rice,dentist,premium,site dead,email+phone,,info@santarosadental.com,risky,,+17075787701,http://santarosadental.com,dead,,,1820 Sonoma Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Hug Plumbing Heating And Cooling,hvac_services,premium,thin/placeholder site,email+phone,,danielhug@comcast.net,valid,,+17075667003,http://www.hugplumbing.com,thin,,,2777 Yulupa Ave Ste 345,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,ARS Roofing & Gutters,roofing,premium,thin/placeholder site,email+phone,Letitia Hanke,support@arsroofing.com,risky,,+17075845900,https://www.arsroofing.com/,thin,https://www.facebook.com/ARSRoofingSantaRosa/,https://www.instagram.com/arsroofingandgutters/,1400 Petaluma Hill Rd Ste A,Santa Rosa,thin/placeholder site; premium category; email+phone; owner Letitia Hanke; active social
86,A,Email — thin/placeholder site; premium value,Nataliya Vorobets Family Dentistry,general_dentistry,premium,thin/placeholder site,email+phone,,vorobetsddsfront@gmail.com,valid,,+17078233654,https://sebastopol-dentist.com/,thin,,,7728 Healdsburg Ave,Sebastopol,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,Temperature Solutions Inc,hvac_services,premium,site dead,email+phone,,office@tempsolinc.com,unknown,,+17077238715,http://TempSolinc.com/,dead,,,3200 Dutton Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Core Electrical Services Inc,electrician,premium,site dead,email+phone,,terri@core-elect.com,unknown,,+17076875083,http://www.core-elect.com/,dead,,,3250 Dutton Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Wine Country Roofing Inc.,roofing,premium,thin/placeholder site,email+phone,Angel Vera,info@winecountryroofing.com,risky,,+17075785969,https://winecountryroofing.com/,thin,https://www.facebook.com/Wine-Country-Roofing-169232279794581/,,2925 Alton Ln,Santa Rosa,thin/placeholder site; premium category; email+phone; owner Angel Vera; active social
86,A,Email — thin/placeholder site; premium value,"Mikulich, Leslie DVM",veterinarian,premium,thin/placeholder site,email+phone,,drmik@sbcglobal.net,valid,,+17075447714,http://www.lesliemikulichdvm.com,thin,,,2766 Guerneville Rd,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,DR Electric Services,electrician,premium,thin/placeholder site,email+phone,,drelectric@yahoo.com,valid,,+17074841630,http://www.drelectricco.com/,thin,,,2513 Greenvale Ct,SANTA ROSA,thin/placeholder site; premium category; email+phone
86,A,Email — site dead; premium value,Michael Hamblin,dentist,premium,site dead,email+phone,,info@michaelhamblindds.com,unknown,,+17075446280,http://www.michaelhamblindds.com/,dead,,,1202 Farmers Ln,Santa Rosa,site dead; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,California Tile Roof Restoration,roofing,premium,thin/placeholder site,email+phone,,californiatileroofrestoration@gmail.com,valid,,+18338766348,http://californiatileroofrestoration.com/,thin,,,703 2nd St,Santa Rosa,thin/placeholder site; premium category; email+phone
86,A,Email — thin/placeholder site; premium value,Hartley Window Coverings,building_contractor,premium,thin/placeholder site,email+phone,Mike Hartley,info@hartley-hmi.com,unknown,,+17075258256,http://www.hartleywindowcoverings.com,thin,https://www.facebook.com/hartleywindowcoverings/,https://www.instagram.com/hartleywindowcoverings/?hl=en,111 Sebastopol Rd,Santa Rosa,thin/placeholder site; premium category; email+phone; owner Mike Hartley; active social
86,A,Email — site dead; premium value,Redwood Empire Restoration,flooring_contractors,premium,site dead,email+phone,,info@bbbemail.org,risky,,+17078496601,https://www.homeadvisor.com/rated.RedWoodEmpire.8157003.html,dead,,,2097 Bellevue Rnch,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Ron Dorris Electric & Solar,electrician,premium,site dead,email+phone,,ron@rondorriselectric.com,unknown,,+17075780678,https://www.rondorriselectric.com/,dead,,,3100 Dutton Ave,Santa Rosa,site dead; premium category; email+phone
86,A,Email — site dead; premium value,Vivify Custom Remodeling Inc - North Bay,contractor,premium,site dead,email+phone,,adminnb@vivifyremodeling.com,unknown,,+17076665691,https://viv.rpmlocal.com/#,dead,,,3250 Dutton Ave,Santa Rosa,site dead; premium category; email+phone
85,A,Email — NO website; solid value,Chem Mark of Santa Rosa,restaurant_equipment_and_supply,solid,NO website,email+phone,,scotdelaney@gmail.com,valid,,+17075396365,,,,,1666 Piner Rd,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Lety Blooming Beauty Studio,beauty_and_spa,solid,NO website,email+phone,,letyblooomingbeauty@gmail.com,valid,,+17076940747,,,,,4525 Montgomery Dr,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Dino's Cave,restaurant,solid,NO website,email+phone,,dinoscave64@gmail.com,valid,,+17074839999,,,,,123 Farmers Ln,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Sonoma county beauty lab,beauty_and_spa,solid,NO website,email+phone,,hairpinsandlashes@yahoo.com,valid,,+17073186307,,,,,527 Mendocino Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Santa Rosa Fitworx,gym,solid,NO website,email+phone,,fitworx.santarosa@gmail.com,valid,,+17076969063,,,,,1001 Sebastopol Rd,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Luttge Auto Service,automotive_repair,solid,NO website,email+phone,,kaypmom@msn.com,valid,,+17075784003,,,,,515 Frazier Ave,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Beautiful Reflections with Amber,beauty_and_spa,solid,NO website,email+phone,,amber@beautifulreflections.net,valid,,+17074956001,,,,,1049 4th St,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Marian Gardens Care Home,retirement_home,solid,NO website,email+phone,,handdmanagedcare@gmail.com,valid,,+17077913141,,,,,4908 Stonehedge Dr,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Marvin's BBQ & Deli,barbecue_restaurant,solid,NO website,email+phone,,vikram@wilibees.com,valid,,+17078881315,,,,,495 S Main St,Sebastopol,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Tapia's Alignment & Auto Repair,automotive_repair,solid,NO website,email+phone,,tapiasalignmentandauto@yahoo.com,valid,,+17075700414,,,,,321 W 9th St,Santa Rosa,NO website; solid category; email+phone
85,A,Email — NO website; solid value,Gio y Los Magos,mexican_restaurant,solid,NO website,email+phone,,gioylosmagos@gmail.com,valid,,+17073939229,,,,,100 Sebastopol Rd,Santa Rosa,NO website; solid category; email+phone
